credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
1507,792,visa,75000,5089,2024-04-12,2024-05-12,Paid,0.07,4854733024525940,Union Bank of India
1508,309,visa,30000,25000,2024-06-11,2024-07-11,Pending,0.83,4656296249369070,IDFC First Bank
1509,309,mastercard,150000,128089,2024-06-05,2024-07-05,Overdue,0.85,2703334779318320,Bank of India
1510,309,rupay,15000,10664,2024-02-24,2024-03-25,Pending,0.71,62567800000000,Yes Bank
1511,701,visa,100000,4522,2024-11-12,2024-12-12,Pending,0.05,4800586364354700,HDFC
1512,701,visa,40000,39677,2024-06-19,2024-07-19,Pending,0.99,4745832447181650,Punjab National Bank
1513,1229,mastercard,30000,19731,2024-07-03,2024-08-02,Overdue,0.66,2711477022659810,Bank of Baroda
1514,1083,visa,20000,3024,2024-04-09,2024-05-09,Overdue,0.15,4222527748575230,Union Bank of India
1515,124,mastercard,400000,307316,2024-08-30,2024-09-29,Paid,0.77,2271145886061050,RBL Bank
1516,124,visa,75000,21734,2024-08-06,2024-09-05,Pending,0.29,4734921411672260,IDFC First Bank
1517,816,mastercard,150000,139775,2024-08-18,2024-09-17,Overdue,0.93,2582514902573450,Union Bank of India
1518,816,mastercard,400000,215801,2024-07-08,2024-08-07,Overdue,0.54,2277175120109230,SBI
1519,816,visa,300000,180561,2024-08-02,2024-09-01,Paid,0.6,4043250540308740,IDFC First Bank
1520,580,visa,400000,208651,2024-11-04,2024-12-04,Overdue,0.52,4709363258659970,Indian Bank
1521,580,visa,25000,16112,2024-10-19,2024-11-18,Paid,0.64,4514237371513130,Axis Bank
1522,580,visa,500000,365070,2024-01-02,2024-02-01,Pending,0.73,4447703594310340,RBL Bank
1523,802,mastercard,300000,151173,2024-06-28,2024-07-28,Overdue,0.5,2277615037666290,Central Bank of India
1524,802,visa,25000,12276,2024-09-10,2024-10-10,Paid,0.49,4021513405142420,Punjab National Bank
1525,43,visa,100000,23853,2024-09-12,2024-10-12,Overdue,0.24,4794726053381580,Axis Bank
1526,356,mastercard,200000,55724,2024-05-15,2024-06-14,Paid,0.28,2258741516914220,Kotak Mahindra
1527,546,visa,400000,95802,2024-03-16,2024-04-15,Paid,0.24,4577464342939360,IDFC First Bank
1528,546,mastercard,100000,82160,2024-06-19,2024-07-19,Overdue,0.82,2720700834944920,Axis Bank
1529,1027,visa,20000,9605,2024-04-08,2024-05-08,Paid,0.48,4236235900921200,Union Bank of India
1530,1027,visa,40000,4211,2024-07-25,2024-08-24,Pending,0.11,4696012067519070,HDFC
1531,1027,visa,100000,63595,2024-07-05,2024-08-04,Overdue,0.64,4442537716348790,Axis Bank
1532,678,visa,15000,4359,2024-04-08,2024-05-08,Paid,0.29,4560084079162240,Bank of Maharashtra
1533,678,visa,20000,6916,2024-06-23,2024-07-23,Overdue,0.35,4770716276899480,HDFC
1534,380,mastercard,200000,136334,2024-11-04,2024-12-04,Pending,0.68,2424539736263270,Bajaj Finserv
1535,380,mastercard,500000,176700,2024-10-13,2024-11-12,Overdue,0.35,2706269843386420,Central Bank of India
1536,1093,mastercard,50000,44686,2024-09-29,2024-10-29,Pending,0.89,2237659108923870,Canara Bank
1537,1093,visa,50000,43586,2024-10-04,2024-11-03,Pending,0.87,4088262838417970,Union Bank of India
1538,519,visa,50000,21643,2024-01-10,2024-02-09,Paid,0.43,4664290175354120,HDFC
1539,519,mastercard,400000,210663,2024-04-10,2024-05-10,Overdue,0.53,5511021204076320,Punjab National Bank
1540,1392,visa,200000,32216,2024-02-19,2024-03-20,Overdue,0.16,4331411688964620,IDFC First Bank
1541,350,visa,50000,29616,2024-03-29,2024-04-28,Overdue,0.59,4299913470859890,Bajaj Finserv
1542,13,mastercard,300000,98532,2024-05-07,2024-06-06,Paid,0.33,2372958181602760,Canara Bank
1543,13,visa,300000,188851,2024-11-03,2024-12-03,Paid,0.63,4027986965022960,Canara Bank
1544,971,mastercard,30000,19882,2024-02-19,2024-03-20,Pending,0.66,2245494765590420,Union Bank of India
1545,971,visa,50000,28043,2024-10-06,2024-11-05,Pending,0.56,4927202587913300,Axis Bank
1546,971,rupay,75000,38517,2024-10-23,2024-11-22,Overdue,0.51,62882500000000,Punjab National Bank
1547,1049,visa,25000,16316,2024-02-29,2024-03-30,Paid,0.65,4196455394055140,Indian Bank
1548,1049,mastercard,25000,14623,2024-06-03,2024-07-03,Paid,0.58,2720678305292840,Bajaj Finserv
1549,109,visa,30000,6935,2024-01-19,2024-02-18,Paid,0.23,4639751689210520,SBI
1550,444,visa,75000,3830,2024-10-22,2024-11-21,Paid,0.05,4096178111470790,Canara Bank
1551,371,mastercard,500000,146988,2024-06-29,2024-07-29,Paid,0.29,2230422674580430,IDFC First Bank
1552,371,mastercard,300000,64538,2024-09-02,2024-10-02,Overdue,0.22,2605030796702980,Punjab National Bank
1553,371,mastercard,20000,10905,2024-04-03,2024-05-03,Paid,0.55,2718618979239520,Bank of Maharashtra
1554,651,visa,300000,179949,2024-01-04,2024-02-03,Pending,0.6,4408293956319780,Union Bank of India
1555,651,mastercard,500000,122351,2024-09-16,2024-10-16,Paid,0.24,2253325942760080,IDFC First Bank
1556,471,visa,40000,5746,2024-10-12,2024-11-11,Paid,0.14,4932830680288320,SBI
1557,1153,mastercard,400000,310483,2024-07-25,2024-08-24,Paid,0.78,2227376786869780,Axis Bank
1558,873,mastercard,25000,10268,2024-06-23,2024-07-23,Pending,0.41,2289993943762300,Bank of Maharashtra
1559,873,visa,40000,4055,2024-10-13,2024-11-12,Overdue,0.1,4081059966828290,Federal Bank
1560,1270,visa,75000,55535,2024-09-11,2024-10-11,Pending,0.74,4326469477431860,Bank of India
1561,1270,visa,150000,58233,2024-09-06,2024-10-06,Paid,0.39,4007130861897190,Union Bank of India
1562,181,visa,150000,120744,2024-07-28,2024-08-27,Pending,0.8,4480844357103670,Punjab National Bank
1563,181,mastercard,30000,16378,2024-04-09,2024-05-09,Overdue,0.55,2716139289242090,IDBI Bank
1564,181,discover,200000,74289,2024-09-07,2024-10-07,Paid,0.37,6011591455319320,ICICI
1565,752,mastercard,40000,32923,2024-05-22,2024-06-21,Overdue,0.82,5180055314969300,Axis Bank
1566,752,mastercard,400000,300926,2024-10-31,2024-11-30,Pending,0.75,5473749232140650,Kotak Mahindra
1567,752,mastercard,40000,24687,2024-02-15,2024-03-16,Paid,0.62,2226261162350760,Canara Bank
1568,1208,visa,400000,110421,2024-07-28,2024-08-27,Overdue,0.28,4294756236615300,Yes Bank
1569,1208,visa,500000,93858,2024-09-20,2024-10-20,Pending,0.19,4831082190101060,Union Bank of India
1570,1208,mastercard,300000,83463,2024-10-14,2024-11-13,Paid,0.28,2272502352144880,Federal Bank
1571,667,mastercard,50000,27684,2024-07-17,2024-08-16,Overdue,0.55,2710747631179630,Bajaj Finserv
1572,667,mastercard,500000,205186,2024-07-14,2024-08-13,Pending,0.41,5471675087593930,SBI
1573,277,mastercard,40000,12785,2024-06-16,2024-07-16,Overdue,0.32,2577874099241640,Federal Bank
1574,277,mastercard,20000,4289,2024-07-02,2024-08-01,Pending,0.21,2523823911600720,Bank of Maharashtra
1575,631,visa,400000,159422,2024-03-27,2024-04-26,Pending,0.4,4565873042051510,Bank of Baroda
1576,631,visa,100000,91220,2024-06-11,2024-07-11,Pending,0.91,4024230012313910,Indian Bank
1577,631,visa,30000,7147,2024-09-08,2024-10-08,Overdue,0.24,4215674821305970,Kotak Mahindra
1578,949,visa,50000,47576,2024-01-01,2024-01-31,Overdue,0.95,4642888990055020,Axis Bank
1579,794,visa,75000,55982,2024-11-16,2024-12-16,Overdue,0.75,4068575606984300,Bank of Baroda
1580,496,visa,20000,11651,2024-04-05,2024-05-05,Pending,0.58,4415889652282230,Bank of Baroda
1581,496,visa,20000,16889,2024-04-23,2024-05-23,Overdue,0.84,4629336783400250,Canara Bank
1582,1304,mastercard,25000,20544,2024-11-07,2024-12-07,Overdue,0.82,2590413788899430,Union Bank of India
1583,938,visa,15000,1946,2024-09-15,2024-10-15,Paid,0.13,4441349244378380,Union Bank of India
1584,938,mastercard,40000,39069,2024-05-04,2024-06-03,Paid,0.98,2708684021497510,Union Bank of India
1585,749,visa,500000,243098,2024-09-16,2024-10-16,Overdue,0.49,4608529073811620,Union Bank of India
1586,749,mastercard,300000,233370,2024-09-26,2024-10-26,Pending,0.78,2222694798198360,HDFC
1587,749,discover,20000,2707,2024-01-03,2024-02-02,Paid,0.14,6578658124912690,Bajaj Finserv
1588,972,visa,15000,9614,2024-08-04,2024-09-03,Overdue,0.64,4088323691493540,Bank of Maharashtra
1589,972,mastercard,40000,6196,2024-10-04,2024-11-03,Overdue,0.15,2707005107263150,Bank of Baroda
1590,275,mastercard,100000,84488,2024-01-09,2024-02-08,Overdue,0.84,2294564308735230,Central Bank of India
1591,275,mastercard,200000,32829,2024-01-03,2024-02-02,Paid,0.16,2257466106726820,Canara Bank
1592,1177,visa,400000,281810,2024-07-12,2024-08-11,Paid,0.7,4282837626045080,Union Bank of India
1593,1177,visa,75000,72883,2024-02-07,2024-03-08,Overdue,0.97,4024228627214610,RBL Bank
1594,252,mastercard,20000,17003,2024-03-06,2024-04-05,Overdue,0.85,2230273217075160,Federal Bank
1595,1526,visa,500000,394782,2024-06-11,2024-07-11,Paid,0.79,4814360902927700,Axis Bank
1596,1526,visa,200000,182246,2024-05-06,2024-06-05,Paid,0.91,4566482214453490,HDFC
1597,1455,mastercard,500000,164781,2024-05-16,2024-06-15,Paid,0.33,2720222850590960,ICICI
1598,462,visa,200000,54061,2024-03-03,2024-04-02,Overdue,0.27,4765754085900790,Bank of Baroda
1599,462,visa,150000,67308,2024-07-20,2024-08-19,Paid,0.45,4297794354556700,SBI
1600,462,visa,150000,78270,2024-03-23,2024-04-22,Pending,0.52,4400152459410100,Federal Bank
1601,250,visa,75000,11,2024-07-18,2024-08-17,Paid,0,4778270180993290,Indian Bank
1602,250,visa,150000,76912,2024-05-23,2024-06-22,Overdue,0.51,4760921398780390,Federal Bank
1603,250,mastercard,25000,18909,2024-10-22,2024-11-21,Pending,0.76,2540300542498730,Canara Bank
1604,769,mastercard,200000,141088,2024-01-23,2024-02-22,Overdue,0.71,2279745915328000,Kotak Mahindra
1605,476,visa,300000,23454,2024-03-02,2024-04-01,Paid,0.08,4625506093375710,ICICI
1606,476,visa,25000,9820,2024-09-23,2024-10-23,Paid,0.39,4605773906356370,Punjab National Bank
1607,1211,visa,200000,94126,2024-08-05,2024-09-04,Pending,0.47,4333020186403100,Punjab National Bank
1608,1211,mastercard,20000,18017,2024-05-02,2024-06-01,Pending,0.9,5474518382177310,IDFC First Bank
1609,1211,amex,300000,85626,2024-10-02,2024-11-01,Pending,0.29,370667000000000,IDBI Bank
1610,625,visa,40000,27875,2024-04-23,2024-05-23,Overdue,0.7,4793681271465080,Punjab National Bank
1611,625,visa,20000,8827,2024-05-14,2024-06-13,Overdue,0.44,4647721035917800,Kotak Mahindra
1612,1046,mastercard,200000,172311,2024-02-07,2024-03-08,Overdue,0.86,2335176391286680,RBL Bank
1613,900,visa,75000,20118,2024-09-04,2024-10-04,Pending,0.27,4475969685853330,Central Bank of India
1614,900,mastercard,15000,9889,2024-01-23,2024-02-22,Paid,0.66,2370202860934360,SBI
1615,934,mastercard,20000,17415,2024-02-28,2024-03-29,Paid,0.87,2720004485768110,Federal Bank
1616,934,mastercard,20000,10792,2024-05-02,2024-06-01,Overdue,0.54,2720196015212230,SBI
1617,934,mastercard,50000,17907,2024-11-05,2024-12-05,Paid,0.36,2239077652229440,Yes Bank
1618,936,mastercard,15000,1604,2024-06-07,2024-07-07,Pending,0.11,2443381889539660,Yes Bank
1619,936,mastercard,20000,4046,2024-09-27,2024-10-27,Paid,0.2,5102637085981490,RBL Bank
1620,507,mastercard,200000,128350,2024-05-23,2024-06-22,Paid,0.64,5421460124660610,RBL Bank
1621,507,mastercard,400000,299975,2024-04-01,2024-05-01,Pending,0.75,2246291083386560,Federal Bank
1622,507,mastercard,200000,25969,2024-05-20,2024-06-19,Paid,0.13,2285302597277340,Bank of Baroda
1623,1148,mastercard,500000,204243,2024-10-01,2024-10-31,Paid,0.41,2714620517691650,Bank of India
1624,1148,mastercard,100000,77635,2024-01-05,2024-02-04,Paid,0.78,2717085509147520,IDFC First Bank
1625,910,visa,300000,269256,2024-03-23,2024-04-22,Overdue,0.9,4783606092380990,Punjab National Bank
1626,910,visa,25000,12412,2024-02-13,2024-03-14,Overdue,0.5,4434923016359980,IDFC First Bank
1627,910,visa,400000,335121,2024-01-10,2024-02-09,Pending,0.84,4054718932967790,Yes Bank
1628,1524,mastercard,400000,240012,2024-02-12,2024-03-13,Paid,0.6,2634919036137010,IDBI Bank
1629,1524,mastercard,500000,245715,2024-01-05,2024-02-04,Overdue,0.49,5331596035186500,Indian Bank
1630,1524,mastercard,75000,68235,2024-06-23,2024-07-23,Overdue,0.91,2280996170917200,Yes Bank
1631,1406,mastercard,300000,45582,2024-04-23,2024-05-23,Pending,0.15,2283509569082810,Central Bank of India
1632,1406,mastercard,20000,2604,2024-03-02,2024-04-01,Paid,0.13,5130600564135720,Yes Bank
1633,1406,visa,25000,18851,2024-04-27,2024-05-27,Paid,0.75,4977847494726820,SBI
1634,364,mastercard,150000,129197,2024-02-28,2024-03-29,Paid,0.86,2274266314149390,Central Bank of India
1635,265,visa,100000,65248,2024-10-18,2024-11-17,Overdue,0.65,4807647367760510,Federal Bank
1636,349,visa,75000,1821,2024-07-21,2024-08-20,Overdue,0.02,4667696848866750,Kotak Mahindra
1637,287,visa,400000,222811,2024-10-06,2024-11-05,Overdue,0.56,4725652546255590,Federal Bank
1638,287,mastercard,30000,24214,2024-08-14,2024-09-13,Overdue,0.81,5421259795341090,RBL Bank
1639,611,visa,200000,117611,2024-05-18,2024-06-17,Paid,0.59,4140278992354670,RBL Bank
1640,611,visa,25000,2461,2024-04-03,2024-05-03,Pending,0.1,4590158935389290,Punjab National Bank
1641,719,mastercard,15000,6925,2024-06-29,2024-07-29,Pending,0.46,5508939199972070,Union Bank of India
1642,719,visa,50000,7420,2024-04-27,2024-05-27,Pending,0.15,4963756824453230,Yes Bank
1643,283,visa,40000,19606,2024-06-16,2024-07-16,Pending,0.49,4043497554766620,Indian Bank
1644,283,mastercard,30000,73,2024-06-08,2024-07-08,Overdue,0,2223430803132220,Bank of Maharashtra
1645,283,amex,30000,9988,2024-10-27,2024-11-26,Overdue,0.33,371247000000000,RBL Bank
1646,1502,visa,100000,80969,2024-05-11,2024-06-10,Pending,0.81,4690562517035770,ICICI
1647,1502,mastercard,15000,10084,2024-04-02,2024-05-02,Pending,0.67,2531872271569550,Canara Bank
1648,11,mastercard,50000,7023,2024-10-28,2024-11-27,Paid,0.14,2226856461780110,Bank of India
1649,530,visa,75000,46469,2024-11-01,2024-12-01,Paid,0.62,4504025505481660,Axis Bank
1650,196,mastercard,100000,25892,2024-03-02,2024-04-01,Paid,0.26,2261145276172660,RBL Bank
1651,196,visa,75000,16232,2024-02-25,2024-03-26,Pending,0.22,4220000949742130,HDFC
1652,196,discover,500000,344265,2024-03-19,2024-04-18,Pending,0.69,6554732859723680,Yes Bank
1653,88,mastercard,75000,49061,2024-10-11,2024-11-10,Pending,0.65,2250102693335390,Bank of India
1654,88,mastercard,25000,17577,2024-09-18,2024-10-18,Pending,0.7,5193767438472820,Axis Bank
1655,88,mastercard,300000,230349,2024-09-03,2024-10-03,Paid,0.77,2547117828895570,Punjab National Bank
1656,1357,mastercard,400000,227520,2024-01-19,2024-02-18,Paid,0.57,2245938462384610,Bank of India
1657,1357,visa,20000,6211,2024-03-08,2024-04-07,Pending,0.31,4036105162975630,ICICI
1658,738,visa,75000,55188,2024-04-10,2024-05-10,Overdue,0.74,4736670737402660,Canara Bank
1659,738,visa,25000,21830,2024-02-08,2024-03-09,Paid,0.87,4362651668762450,Bajaj Finserv
1660,738,mastercard,20000,13798,2024-02-17,2024-03-18,Pending,0.69,5287256124541450,Federal Bank
1661,1191,mastercard,500000,357426,2024-10-22,2024-11-21,Overdue,0.71,2427900041930540,Punjab National Bank
1662,1213,mastercard,500000,400761,2024-11-16,2024-12-16,Pending,0.8,2572985450315690,RBL Bank
1663,569,mastercard,25000,3595,2024-07-17,2024-08-16,Paid,0.14,2299400642580700,HDFC
1664,247,visa,25000,11276,2024-09-22,2024-10-22,Overdue,0.45,4567237593970220,HDFC
1665,838,visa,15000,11113,2024-10-31,2024-11-30,Pending,0.74,4775917991541340,Central Bank of India
1666,838,visa,75000,62939,2024-05-12,2024-06-11,Pending,0.84,4075998686338940,Indian Bank
1667,838,mastercard,20000,14055,2024-05-13,2024-06-12,Paid,0.7,2262586959417980,Andhra Bank
1668,1336,visa,400000,268036,2024-02-10,2024-03-11,Paid,0.67,4419023683921700,Yes Bank
1669,1336,mastercard,500000,60303,2024-06-25,2024-07-25,Pending,0.12,2353243081517430,Yes Bank
1670,662,mastercard,30000,15528,2024-03-19,2024-04-18,Overdue,0.52,5257461882116540,Axis Bank
1671,662,visa,30000,28012,2024-08-18,2024-09-17,Overdue,0.93,4702441041255660,Punjab National Bank
1672,729,visa,20000,4335,2024-02-10,2024-03-11,Pending,0.22,4861226017389590,ICICI
1673,729,mastercard,30000,4790,2024-10-19,2024-11-18,Pending,0.16,2258995036974160,HDFC
1674,729,rupay,30000,2979,2024-10-26,2024-11-25,Paid,0.1,62548300000000,RBL Bank
1675,503,mastercard,400000,332036,2024-08-22,2024-09-21,Paid,0.83,2720771057839790,Yes Bank
1676,503,mastercard,75000,62809,2024-09-22,2024-10-22,Paid,0.84,2297086648628390,RBL Bank
1677,459,mastercard,300000,27082,2024-06-15,2024-07-15,Pending,0.09,5146758122935500,Axis Bank
1678,18,mastercard,50000,18386,2024-04-11,2024-05-11,Pending,0.37,2272019978612810,Central Bank of India
1679,18,visa,50000,3116,2024-05-16,2024-06-15,Paid,0.06,4497133678774100,ICICI
1680,18,discover,15000,10820,2024-08-21,2024-09-20,Overdue,0.72,6011976245839480,Canara Bank
1681,96,visa,40000,30936,2024-10-06,2024-11-05,Pending,0.77,4359720181186290,Andhra Bank
1682,96,visa,75000,24227,2024-02-03,2024-03-04,Pending,0.32,4698286516189440,Bajaj Finserv
1683,96,mastercard,50000,19946,2024-07-05,2024-08-04,Paid,0.4,2266777763988860,Axis Bank
1684,1052,visa,300000,289285,2024-11-09,2024-12-09,Paid,0.96,4158469175917260,Canara Bank
1685,227,mastercard,400000,189469,2024-06-26,2024-07-26,Overdue,0.47,5250384284506560,Bank of Maharashtra
1686,227,mastercard,30000,21307,2024-09-19,2024-10-19,Pending,0.71,2224213755853590,Kotak Mahindra
1687,1412,mastercard,20000,3485,2024-06-21,2024-07-21,Paid,0.17,2636517429686350,Andhra Bank
1688,1412,visa,15000,9610,2024-04-17,2024-05-17,Overdue,0.64,4295863629485620,Kotak Mahindra
1689,1412,discover,400000,233711,2024-07-14,2024-08-13,Paid,0.58,6526092459014500,SBI
1690,709,mastercard,40000,31077,2024-01-01,2024-01-31,Paid,0.78,2428973599894790,Federal Bank
1691,709,visa,15000,2094,2024-08-16,2024-09-15,Paid,0.14,4696579916201370,Central Bank of India
1692,962,mastercard,500000,447447,2024-01-14,2024-02-13,Overdue,0.89,2277357357969900,Bank of India
1693,1399,mastercard,100000,82557,2024-09-29,2024-10-29,Overdue,0.83,2251916211391220,Axis Bank
1694,1399,mastercard,20000,15821,2024-03-08,2024-04-07,Pending,0.79,5392385090094520,RBL Bank
1695,680,visa,25000,19633,2024-07-22,2024-08-21,Pending,0.79,4047502655574840,Punjab National Bank
1696,680,mastercard,15000,9276,2024-03-17,2024-04-16,Paid,0.62,5462976539999300,Kotak Mahindra
1697,680,rupay,75000,64884,2024-03-17,2024-04-16,Overdue,0.87,62280700000000,IDBI Bank
1698,596,mastercard,150000,102300,2024-01-10,2024-02-09,Pending,0.68,5516229291069940,Andhra Bank
1699,596,mastercard,30000,6031,2024-03-17,2024-04-16,Paid,0.2,2357056039941280,Bank of Baroda
1700,596,visa,200000,182641,2024-03-07,2024-04-06,Paid,0.91,4085864767710340,RBL Bank
1701,1326,mastercard,150000,137644,2024-02-20,2024-03-21,Pending,0.92,2427458494448790,Indian Bank
1702,1326,visa,40000,17597,2024-05-23,2024-06-22,Overdue,0.44,4904648550895370,Axis Bank
1703,870,visa,30000,1494,2024-05-05,2024-06-04,Overdue,0.05,4012246344953760,Yes Bank
1704,870,mastercard,15000,10479,2024-07-07,2024-08-06,Paid,0.7,2493010389804620,IDFC First Bank
1705,870,discover,40000,3376,2024-06-29,2024-07-29,Overdue,0.08,6547794654443100,Yes Bank
1706,1514,visa,150000,30457,2024-08-14,2024-09-13,Paid,0.2,4301690312415850,Bank of India
1707,1514,mastercard,50000,5455,2024-08-16,2024-09-15,Overdue,0.11,2711645472567150,Federal Bank
1708,1516,mastercard,400000,70050,2024-10-20,2024-11-19,Pending,0.18,2405656355805320,Andhra Bank
1709,1516,mastercard,50000,3752,2024-10-08,2024-11-07,Overdue,0.08,2718117822007950,HDFC
1710,1516,mastercard,30000,23936,2024-06-25,2024-07-25,Pending,0.8,5179782909052440,Bank of Baroda
1711,353,mastercard,15000,8804,2024-08-21,2024-09-20,Overdue,0.59,2294359989792590,Bank of Maharashtra
1712,353,visa,400000,390998,2024-05-22,2024-06-21,Overdue,0.98,4677474003398030,Union Bank of India
1713,353,rupay,40000,39606,2024-02-12,2024-03-13,Overdue,0.99,62998500000000,IDBI Bank
1714,1463,visa,50000,17615,2024-06-17,2024-07-17,Paid,0.35,4820548121490150,Bank of Maharashtra
1715,1463,mastercard,25000,14616,2024-11-15,2024-12-15,Paid,0.58,2720301705899610,Central Bank of India
1716,1463,amex,25000,15696,2024-09-14,2024-10-14,Paid,0.63,343569000000000,Bajaj Finserv
1717,1574,visa,100000,24251,2024-01-24,2024-02-23,Paid,0.24,4938520617867880,Kotak Mahindra
1718,1574,mastercard,400000,94585,2024-05-07,2024-06-06,Overdue,0.24,2238824919124120,Indian Bank
1719,978,visa,40000,10677,2024-05-25,2024-06-24,Paid,0.27,4851944071858490,Union Bank of India
1720,978,visa,20000,4702,2024-06-06,2024-07-06,Paid,0.24,4079358322610680,Central Bank of India
1721,978,visa,100000,84557,2024-03-19,2024-04-18,Pending,0.85,4672368981509960,Axis Bank
1722,1459,visa,400000,393448,2024-08-05,2024-09-04,Paid,0.98,4058840318672110,Andhra Bank
1723,1459,visa,75000,50330,2024-04-28,2024-05-28,Paid,0.67,4231873911547690,Axis Bank
1724,1459,visa,500000,435430,2024-09-02,2024-10-02,Overdue,0.87,4390006386609150,ICICI
1725,1120,visa,30000,25235,2024-02-11,2024-03-12,Paid,0.84,4259689027060800,IDFC First Bank
1726,1120,visa,300000,7076,2024-05-22,2024-06-21,Paid,0.02,4549787488758980,Axis Bank
1727,465,mastercard,400000,44546,2024-11-07,2024-12-07,Paid,0.11,2225670067470450,Punjab National Bank
1728,465,mastercard,500000,295096,2024-04-16,2024-05-16,Pending,0.59,2265521712625120,Bank of Baroda
1729,278,mastercard,50000,31385,2024-03-03,2024-04-02,Paid,0.63,2714596217481370,Yes Bank
1730,739,visa,150000,70112,2024-08-26,2024-09-25,Overdue,0.47,4037053461205150,Federal Bank
1731,739,visa,15000,13515,2024-05-09,2024-06-08,Paid,0.9,4654420443156710,Axis Bank
1732,1377,mastercard,20000,16762,2024-01-12,2024-02-11,Pending,0.84,2271690845414480,Punjab National Bank
1733,1377,visa,30000,786,2024-01-06,2024-02-05,Paid,0.03,4997377554967150,Central Bank of India
1734,987,mastercard,25000,11577,2024-03-31,2024-04-30,Overdue,0.46,2235271852214350,Indian Bank
1735,987,visa,300000,201716,2024-06-28,2024-07-28,Overdue,0.67,4229622483525530,Axis Bank
1736,987,amex,25000,3608,2024-03-04,2024-04-03,Paid,0.14,373941000000000,Axis Bank
1737,828,mastercard,50000,4999,2024-06-25,2024-07-25,Overdue,0.1,2227263265073680,Canara Bank
1738,198,visa,50000,5557,2024-10-17,2024-11-16,Paid,0.11,4590242802485560,Andhra Bank
1739,198,visa,25000,14045,2024-04-10,2024-05-10,Overdue,0.56,4860921069899170,Canara Bank
1740,1564,visa,300000,222950,2024-04-17,2024-05-17,Paid,0.74,4134881220700180,Indian Bank
1741,1564,mastercard,50000,6810,2024-09-21,2024-10-21,Pending,0.14,5354891562970140,Bajaj Finserv
1742,1564,rupay,50000,17393,2024-07-10,2024-08-09,Overdue,0.35,62185000000000,HDFC
1743,123,visa,500000,343856,2024-03-03,2024-04-02,Paid,0.69,4146828373028930,Canara Bank
1744,123,visa,75000,58549,2024-03-23,2024-04-22,Overdue,0.78,4533381910611660,Bajaj Finserv
1745,1468,visa,20000,18934,2024-07-21,2024-08-20,Pending,0.95,4272134453523250,IDFC First Bank
1746,1468,visa,20000,10585,2024-10-03,2024-11-02,Paid,0.53,4337486746087790,Bank of Baroda
1747,1468,mastercard,50000,20926,2024-10-02,2024-11-01,Pending,0.42,2238907296922180,Central Bank of India
1748,707,mastercard,400000,217026,2024-05-19,2024-06-18,Overdue,0.54,2718970120136990,Canara Bank
1749,707,visa,500000,494943,2024-02-12,2024-03-13,Overdue,0.99,4199718234068370,Yes Bank
1750,707,amex,75000,72002,2024-07-06,2024-08-05,Pending,0.96,346634000000000,Federal Bank
1751,1185,mastercard,150000,140564,2024-05-20,2024-06-19,Paid,0.94,2446175134421160,Union Bank of India
1752,1185,visa,200000,187412,2024-06-12,2024-07-12,Pending,0.94,4795232386008500,RBL Bank
1753,1185,rupay,500000,363593,2024-02-08,2024-03-09,Overdue,0.73,62869700000000,SBI
1754,197,visa,50000,187,2024-04-14,2024-05-14,Paid,0,4677830774518650,HDFC
1755,1138,mastercard,150000,124236,2024-03-19,2024-04-18,Paid,0.83,2325791643225510,Axis Bank
1756,1138,visa,50000,23649,2024-02-15,2024-03-16,Paid,0.47,4683947176229010,Indian Bank
1757,1138,amex,25000,18071,2024-03-02,2024-04-01,Pending,0.72,349176000000000,Yes Bank
1758,795,visa,30000,1830,2024-04-17,2024-05-17,Overdue,0.06,4397212384738130,Punjab National Bank
1759,795,visa,400000,369079,2024-03-29,2024-04-28,Paid,0.92,4531434552080600,Union Bank of India
1760,1008,visa,400000,222669,2024-03-11,2024-04-10,Pending,0.56,4388478771661940,ICICI
1761,1008,visa,300000,38676,2024-05-07,2024-06-06,Pending,0.13,4082121409187630,Andhra Bank
1762,604,visa,15000,2406,2024-01-16,2024-02-15,Pending,0.16,4493407682618160,Punjab National Bank
1763,604,visa,30000,2525,2024-02-26,2024-03-27,Paid,0.08,4918146894001760,Bank of Maharashtra
1764,604,mastercard,25000,5977,2024-09-19,2024-10-19,Pending,0.24,2259628633458470,Punjab National Bank
1765,538,mastercard,100000,53939,2024-01-12,2024-02-11,Overdue,0.54,2257297335450660,Canara Bank
1766,538,mastercard,500000,338085,2024-05-19,2024-06-18,Overdue,0.68,2590388475923490,HDFC
1767,538,mastercard,20000,5108,2024-04-16,2024-05-16,Paid,0.26,5408606777511640,ICICI
1768,1404,visa,150000,42034,2024-03-22,2024-04-21,Paid,0.28,4550239824558650,Union Bank of India
1769,1404,mastercard,300000,238182,2024-03-01,2024-03-31,Overdue,0.79,2321090183527190,IDFC First Bank
1770,1404,rupay,150000,80224,2024-07-01,2024-07-31,Overdue,0.53,62564800000000,Bank of Baroda
1771,290,mastercard,20000,17088,2024-05-26,2024-06-25,Pending,0.85,2350182026337890,Punjab National Bank
1772,1032,visa,75000,7339,2024-03-28,2024-04-27,Paid,0.1,4341021048990140,Union Bank of India
1773,1032,visa,400000,293231,2024-03-12,2024-04-11,Overdue,0.73,4942641687320540,SBI
